,Vehicle_S1,Vehicle_S2,Vehicle_S9,SMAC_S3,SMAC_S11,SMAC_S12,ICB_S5,ICB_S13,ICB_S14,SMAC+ICB_S7,SMAC+ICB_S8,SMAC+ICB_S15
Rps24,8.93440431576772,9.15136745044047,8.99376856890092,10.491668709833,9.44477128911454,9.33656930696819,9.63482944230297,9.38710976643697,9.70542211386852,10.1509338698253,9.32652684736478,9.66928682987656
Csrp1,9.3874858430503,9.63620659185855,9.2229397093595,9.85782567583047,9.50825452763128,9.35208387278556,9.72307203344549,9.32942360834805,9.66818782693464,9.88109534649433,9.51603099349936,8.96935929647892
Prrc2a,9.62079640279036,9.56311450249522,9.64871775740095,8.87662790116977,9.71433404780764,9.57305250430409,9.57035034514698,9.61861279091278,9.47477608914759,9.31740920089464,9.54272077600232,9.48551697802467
Ubc,9.76612881653958,9.65921939333496,9.67045977950902,8.96291785623366,9.6250851232938,9.53347838296238,9.70671096638708,9.28937005358219,9.55210983570621,9.47256888050578,9.62169528872149,9.13294871705105
Rpl18,9.29435535664309,9.44871807786709,9.30833763773279,9.92436564472976,9.56381308794145,9.44189084821565,9.36700664429761,9.47927539571081,9.53402419605436,9.72465883575361,9.37100367458014,9.51891177197765
Rpn1,9.5119886181342,9.74055911842794,9.36563155110197,9.53748063142733,9.49887128360428,9.34292641148826,9.34657381363521,9.15780803009512,9.53652000323902,9.43199662639523,9.55784446480016,9.91840351118751
Slc25a3,9.43831472391333,9.48658657312666,9.50822835069446,9.36794474330652,9.4320869620157,9.38863782217242,9.34353804344393,9.5747683277285,9.63319107492474,9.55785970698474,9.51462238663009,9.57338907965361
Caprin1,9.43868101412541,9.50555673914968,9.45876113177663,9.35456553523692,9.59660415921123,9.43588771102954,9.61617287346776,9.40879840022393,9.35437946860404,9.51927705162067,9.65523581631054,9.3505977484825
Vat1,9.3316484196264,9.55580830059981,9.34304250103068,9.23842671606141,9.51935102861072,9.40010571107744,9.4928089082715,9.44008541344081,9.58727095811717,9.42439672388168,9.61443676044449,9.53105220386944
Eef1g,9.33506292862214,9.57170167067555,9.26725823004229,9.75508941936244,9.33292711650369,9.41099639821957,9.29115302703188,9.24055417093865,9.52255948409868,9.46710303034332,9.47885636601256,9.669371326482
Rpl27a,9.22243042984047,9.48658657312666,9.15465406064882,10.0297884626004,9.36357144943147,9.32856492119764,9.40473733299131,9.27649244165203,9.55434002130832,9.71668055550308,9.23026354930932,9.55182604188652
Rpl21,9.27602439656806,9.39489310654652,9.24887400396343,9.80986717049659,9.45941196423068,9.44039240411335,9.37244233683059,9.38959956633562,9.59310581516548,9.53750837047719,9.19200122203965,9.48157649881281
Mitf,9.58616613889707,9.71235997828234,9.72014447301295,8.98464355682547,9.60802487772197,9.05837720838936,10.0119793546658,9.89441404328829,9.54007796889015,9.05272188732141,9.03435374133444,8.92645070500963
Rps26,9.17997399574443,9.39848683424104,9.17868718221914,10.236510222841,9.41481230747153,9.25546129181692,9.14574390323982,9.3196144253821,9.44926866140672,9.5314568269067,9.29460032979662,9.71551955257995
Tuba1a,9.25759593614312,9.48914588443765,9.32532025735419,10.1778640930872,9.57378915682182,9.25670022169765,9.06576560116715,9.02330687771351,9.53877440009358,9.5589418974084,9.37255964436091,9.47056313735233
Gnb1,9.50896860406388,9.54130817039545,9.46858509439474,9.33684422096317,9.49611855308336,9.43636614884358,9.34245228983416,9.46172601557356,9.39777505798738,9.30864321539446,9.3882328604551,9.38022141818277
Calu,9.71240866830386,9.64947596916544,9.54738067029644,9.32636597524175,9.56310509120218,9.30802139171883,9.26468811042245,9.16732673872906,9.35060224814304,9.19548293543622,9.19258859076403,9.73535016590658
Rps8,9.20387461081223,9.35220596224288,9.16941783601098,9.9602170697699,9.34026577880072,9.31040965130091,9.15998888285903,9.26078141438374,9.51221107044592,9.73873441109279,9.29383410327737,9.47791471201888
Plxna1,9.36748877870728,9.40823147698594,9.62309806274937,8.96943972255042,9.4111076181469,9.49357640095304,9.53076659051461,9.33221402548882,9.26001658394851,9.1737483262048,9.48855115958942,9.69963847378354
Tecpr1,9.7616464265314,9.55935532257851,9.78737507216497,8.86382187234152,9.38776381242329,9.62692116622008,9.6175199277588,9.46844531733338,9.46869033141432,9.09100564673811,9.27154583938695,8.80879773002104
Calm1,9.15299454687849,9.36897798128402,9.13822667907832,9.70289020507853,9.45189166633643,9.21985578023303,9.21465349663782,9.35894597831382,9.38279407583989,9.63616844731002,9.46092783659858,9.5911599110883
Pcbp1,9.36941134701004,9.50670542748688,9.32418162462117,9.20591247133706,9.57459229941429,9.35201142287639,9.34798110987733,9.4079484227597,9.50336832756586,9.2978803989376,9.42518812240533,9.33789555667295
Ctsb,8.69764029532076,8.93394851718571,8.9220747057111,9.43676695431933,9.23116471764441,9.02886018671959,9.62325326962813,9.54260215849735,9.46993440948123,9.93001095593873,9.88656767557993,9.81128867077128
Rps25,8.95486475998124,9.17468070899737,8.95457004901496,10.2525799345812,9.39812248472402,9.29443786428085,9.33810108565848,9.22176005391374,9.41712382334902,9.89858320760691,9.09605734135962,9.43730718611211
Cnbp,9.26725210384127,9.4788812849178,9.01626950173203,9.65146912298164,9.36948414230136,9.20869644915936,9.29284025828713,9.16978020748405,9.36511735166489,9.72570321911204,9.29744275643981,9.46512211515805
Rps16,9.13863702166228,9.10266804147402,9.15540118393889,9.8587246531127,9.35949965199984,9.40255629775893,9.28019436674722,9.39208507674486,9.38727839004044,9.74943871029691,9.29383410327737,9.18186444491351
Rps5,9.25107605322717,9.36010801764796,9.19922448423175,9.8977351245861,9.27617032379472,9.18448891164939,9.22270103506185,9.31226399504952,9.40143092320855,9.63163247411458,9.27443400751711,9.28450444134001
B2m,7.52129915857874,7.8933333698724,8.55948670687488,9.14289980660329,9.15521586441111,8.97615271480043,10.6732703305426,10.1478584668805,9.70288485597046,10.6227978430663,10.7507203235767,9.07710273842438
Rpl26,9.02354177689364,9.32159436396531,8.96751184225668,9.98752322592534,9.24333782646745,9.15937152004817,9.22435232335662,9.18551663848351,9.54421786895412,9.74864851718342,9.15691623216311,9.58499186415525
Cd63,8.88526481014958,9.25343233618172,8.91578926449257,9.79320660955755,9.14213713755456,9.14890060198031,9.23761183431106,9.39265804847143,9.56788162048546,9.7816240533923,9.41475448392205,9.51242625986202
Ugp2,9.16352196747622,9.69220663762106,9.02400420793994,9.79106763537719,9.12291182699239,9.37722044536051,9.71864350933992,8.91779035781727,9.76034513737209,9.51165871963402,9.49894127780202,8.45010180559346
Cltc,9.63844263329604,9.34336054997529,9.5564596071039,8.82035097041181,9.3713341221705,9.31688281680516,9.5748877081299,9.39932595858559,9.28440435842954,9.23540149355417,9.43077513691103,9.04333585682627
Rpl23,9.37197079246935,9.3571816575353,9.38796317914433,9.4891112300846,9.27863678597754,9.3460581148109,9.27314600218711,9.46218100959804,9.47204688321741,9.23325647353487,9.12908006957995,9.19072188335027
Rpl9,8.85264990690217,9.10630987154161,8.74917538979482,10.3359348083591,9.33102719272162,9.24465308072473,9.37616089890337,9.13652912336192,9.38556544477285,10.0107275285294,9.13910944262812,9.29330373696478
Itgb1,9.43010991716788,9.53005420295073,9.36304665448053,9.12847003877019,9.33458749981594,9.27546324980149,9.26193432734741,9.36401919687223,9.30657743400105,9.17056590938298,9.15872095474132,9.49336579442142
Rpl28,9.18405785442297,9.32550534555228,9.2129262753428,9.5902961623312,9.27444128788409,9.31420778724877,9.26663553137046,9.37797571200816,9.41299020890738,9.29138395639038,9.2456284650123,9.16386479383375
Ptgds,9.13457308928238,9.04010109247753,9.25695215988979,9.33684422096317,9.20546930505316,9.1691914235373,9.31226928433779,9.20630747634016,9.60221125371953,9.61152038912822,9.38093300537792,9.28626859920088
Lgals1,9.09453173930822,8.96970779786349,9.18246208872086,9.53492646490634,9.48612232145404,9.08399097719671,9.19252950683016,9.57510490468396,9.30615958449797,9.69436640565109,8.94570673587233,9.43750565157184
5031439G07Rik,8.87987993904857,8.98099252357467,9.24356370995022,9.16063699068246,9.46277792844795,9.17436326175924,9.50857675601141,9.14799987568456,9.37683744045434,9.42152401240067,9.58914196494522,9.49307939386975
Gstp1,9.10487755777938,9.10281996807914,9.15710744282531,9.49742619497296,9.44092263390291,9.12467779424219,9.29115302703188,9.2554361523965,9.47799487205597,9.46508406454276,9.29558488059067,9.22182017115035
Car6,9.40296096221562,8.97718550140906,9.20789337425377,9.73101222458263,9.62518203301647,9.23431366326427,8.99470177460987,9.6968623351389,8.51613053860065,9.21712347903725,8.89449568534205,9.84324805264671
Sparc,9.10533907251169,9.07706918968628,9.09504178993188,9.61469049147266,9.27925274322406,9.13498853758093,9.00996343885443,9.35326626200996,9.11280786658709,9.431208887214,9.11737281913259,9.94167727202039
Rpl36,8.99775521592214,9.08524268425463,9.00174322560063,10.118234860438,9.33031407574493,9.17959827714853,9.27166374207635,9.1501475847529,9.32566884896882,9.72963295954854,9.02462220331667,8.95334835724006
Hmga1,8.97571233727203,9.21754323852229,8.92970604482775,9.26960992050604,9.38215510518435,9.08651881037233,9.16577049589369,9.54457998475577,9.16135903846292,9.39833404073114,9.34724947331286,9.51984928706467
Rpl14,9.1105592805581,9.16714514446651,9.04293078052265,9.44788856735808,9.2188880204252,9.28536118847605,9.13863086942675,9.19178541014959,9.22330814187004,9.53558563135534,9.1755758983587,9.33107504663868
Rps11,8.87663934234867,8.96954118566318,8.88201139983065,9.92006562381225,9.31705743035544,9.195997789615,9.16675229681858,9.03705453307375,9.16443596853544,9.77914977879229,9.17581356485417,9.34288391350931
Tmbim6,9.18595000920707,9.28898447680728,9.13876648864867,9.16883151525921,9.08085142233361,9.17124595968756,9.26526115421808,9.44515786175573,9.31005481478431,9.22974984280836,9.32599156424759,9.18008641284117
H2az1,8.98710981307978,9.25985039380116,9.01908692245586,9.70688948826953,9.16003981554302,9.2166761981512,8.99539272052389,9.06560092906315,9.25309613276685,9.51063368113012,9.14312606011751,9.39491043015008
Rpl31,9.07125440044381,9.1456272769227,9.13303420453728,9.53982647753912,9.15655746960464,9.08895528136036,9.04602593958116,9.26402084398379,9.34830410150873,9.51918438702812,9.12157370690276,9.26618461061659
Sox10,9.40471188181613,9.5164325269572,9.46393997621744,8.7510896834168,9.38456150731961,9.20877646552327,9.29475007134403,9.62488503376329,9.24512542165827,8.87976073670798,9.07110404825609,8.81660106297952
Rps27a,9.05637377981012,9.20712306409052,8.93319548298592,9.54227025699781,9.11672176440304,9.11557370827575,9.10880142800024,9.17178449219927,9.44142618954681,9.60140198707582,9.06688152317089,9.25462952635612
Sec61a1,9.32756668410569,9.34593002398971,9.27905908005986,9.12657130941763,9.24988895697736,9.17641045111525,9.02465925698094,8.87960487613245,9.24046757154372,9.05745162011628,9.3144886441903,9.54465826936728
Lamp1,9.05621464733248,9.31177027224785,9.08510521926001,9.2614754431272,9.14267881683661,9.08712831398971,9.03437395751309,9.07859719541712,9.26274678454189,9.10416233226136,9.17984791640699,9.54087626613512
H3f3a,9.02028236846768,9.24945796716442,9.02213293203784,9.63028058392278,9.05043116604197,9.11266875148067,9.2419270935116,9.14879150894784,9.22493014178024,9.40667334164388,9.06444475436535,8.90278424448139
Set,8.99343999026454,9.3703668878721,8.94805535470665,9.0983400425509,9.29846122926901,9.07804621721545,9.04442435372903,9.14913064741693,9.28398003635563,9.21220233458941,9.16579770715944,9.34288391350931
Vcp,9.10917929795017,9.34143043680716,9.10192367199725,8.6568824425359,9.23954475200462,9.17239522320234,9.18419020591743,9.24827818924094,9.36979016034292,9.04579108512933,9.31793839298954,9.16996929535728
Cdk2,8.82414855840455,9.15723117864022,8.82170105968871,9.29880911342079,9.09561453520399,9.34889262990884,9.38715412235186,9.05996070669698,9.52507518645984,9.25467581394792,9.16436117710749,8.90522583945889
Sort1,9.29839746540232,9.51791443571041,9.39972151860145,8.94255690278498,9.10412233223938,9.25383358005243,9.19120327863633,9.00181080850562,9.1341522373371,8.74742286188649,9.11526777921788,9.07340384539068
Flna,9.1752925292517,9.32433316390723,9.16984046446349,8.63338803861295,9.251898719233,9.22524503926897,9.23679397995759,9.16274320161704,9.19319344491185,9.11695521007082,9.30278446248214,8.97497610128295
Pfkl,9.34304231223237,9.34990368676551,9.44346171883984,8.8358729432321,9.34403891987573,9.21205332121582,9.2865311683613,9.34243257936396,9.24773886883156,8.88652923254496,9.21854499838348,8.23928607949233
Rps23,9.22639602023748,9.102212165641,8.96593087307448,9.46527064558632,9.30246635814308,9.13994856853805,9.20930312979682,9.01824131657233,9.1622828067294,9.25856657963103,8.81874976777851,9.05799646316776
Pcbp2,9.26766449880574,9.32263832948752,9.0934832627868,9.09487602090759,9.08902495456196,9.2059732488288,9.1798200547806,9.1216292606111,9.2275803962109,8.98065745929725,9.03487790503189,9.0687988832443
Cd44,8.86414918179786,9.14813221225685,8.85650970070995,9.25030853691829,9.11548055838364,9.04946918069962,9.18431141023918,9.20075613049214,9.22551950809222,9.26830296871496,9.24494904345072,9.23489656635015
Rpl11,9.01324960465346,9.16073800985811,8.93381770978797,9.77782115469978,9.11809963093334,9.08014716603985,8.99870466238505,9.01353047143681,9.20190476307426,9.36293809256182,8.96302371736925,8.99291235730383
Atp2a2,9.23457594462654,9.13675140145612,9.21855461467378,8.55931205170511,9.20831830655347,9.11360923068014,9.18273495925173,9.06356339315123,9.03054713698109,9.18009217684092,9.20893856991777,9.47511392414058
Mlana,8.70130842509343,9.13808626896864,8.78327234127236,9.55119553159577,8.76328008757305,9.12230096094621,9.11542719739643,8.82871357560075,9.45267065128915,9.44249149689057,9.24007046953807,9.39450157541189
Fam120a,8.93786339562632,9.22496035032611,9.02715649260462,8.8021133465638,9.13425984687367,9.15928871599368,9.27382960893201,9.00206115687133,9.214280168473,9.14015836707512,9.35072711826555,9.24456995421055
Ywhaz,9.0598702608275,9.15781624279013,9.0251725240267,8.95575541763708,9.28392544379759,9.00601996929371,9.17665558132532,9.14901761011837,9.13336731074489,9.13871151220556,9.15426521526352,9.15604691912491
Myo5a,9.01734259151386,8.93052879400612,9.17216271050356,8.8383609210404,9.13643719206403,9.25631317038855,9.39471603992618,8.84499397841184,9.07945392699616,9.14184453252752,9.45672855882447,9.09545627432868
Ptbp1,9.21532179244322,9.21726259950164,9.09515304890015,8.86999592439664,9.23459879897175,9.15489328622174,9.05108593014396,9.01873630136627,9.02463305907736,9.01168292301722,9.16328284009458,9.26629634350395
Rpl35,8.652668997809,8.78814670477183,8.70524297562187,9.87779746322099,9.13153353616318,9.05517665113945,9.2475061024349,8.94408764623852,9.22448795898942,9.58334494181678,8.92817936700858,9.09545627432868
Rps17,9.02370455417474,9.08046758420159,8.99090121828364,9.42324055825727,9.14470830470888,9.07760813418011,9.02479463232503,9.09288843794055,9.26001658394851,9.26322169001318,8.84543918092106,8.99358739710694
Tpm3,8.95332743383908,9.14533229250397,8.89625623620772,9.15172897530691,9.25390568566145,9.05526565145045,8.98555013906865,9.14085556085072,8.98166951727789,9.15824169100238,9.18138748604345,9.29560468648106
Hspa9,9.50617527650161,9.33640002432615,9.19684174737385,8.72228283535643,8.98155294989958,8.98243795575392,9.13236236058204,9.19167566611782,9.14104123863032,9.01418371789364,8.95626020928677,8.94722845586741
Trpm1,8.61858884123042,9.47712432881746,8.56672593669871,9.55271139231336,8.34727359754188,9.29684869756901,9.74567022032151,8.25936841831164,9.77148686821438,9.31751577510174,9.80418024999691,8.29357785203864
Rpl17,8.48994892333074,8.67723631257591,8.49989062399747,10.1025894137915,9.14240800261818,8.98729724992436,9.28562761328991,8.82758398803856,9.22138887884327,9.80651588966583,8.88507858244813,8.95265421988983
Pakap,9.06224937587999,9.16961302750894,9.03518117736689,8.5631276449338,9.18825612617512,9.0775205016076,9.51418040024854,9.26328999541655,9.17804928610869,9.18605808553589,9.23323546899617,8.39230199384311
Ssr3,9.15834199407891,9.08200966658976,9.07971762502962,9.40847032375475,9.05389104089346,9.02250129011929,8.89750903980005,8.8406611378883,8.87282749265454,9.16820402936314,8.87720812476044,9.40082583996962
Hdlbp,9.39543285864867,9.17641411000596,9.2785693003699,8.74879913145402,9.22324797498035,9.07348363824915,9.18890964533782,8.89262604513669,8.889844572481,8.88264482990875,9.06713778589032,8.95473563081288
Prkar1a,9.097009134138,9.17800123342333,9.03425306344102,9.10082899804781,9.03256789272534,9.00187005101163,9.06392232183153,9.14074187329819,9.15162359153935,9.08488299273633,9.03487790503189,8.83735635328236
Rps15a,8.62911167100236,8.88142733106069,8.73153361529929,9.80249565809694,9.01403666539751,8.92086036370408,8.94019285251465,8.95667125438301,9.22831571480016,9.54344351667436,8.93254605129008,9.11568918150877
Kpnb1,9.07345758937184,9.16365387167812,9.01685691828774,8.67425551778683,9.25966021068798,9.03825623610487,8.92808443518855,8.89276106573022,9.05661611828508,9.02231418458204,9.21808350210512,9.33991420386708
